"state","county","Obama","Romney","winner","total","margin","turnout"
"MO","St. Clair",31.6,65.3,"Romney",4479,33.7,3.10000000000001
"MO","St. Francois",39.1,58.6,"Romney",22085,19.5,2.3
"MO","St. Louis County",56.2,42.5,"Obama",517837,13.7,1.3
"MO","St. Louis City",82.7,16,"Obama",139271,66.7,1.3
"MO","Ste. Genevieve",47.2,50.2,"Romney",7868,3,2.59999999999999
"MO","Saline",41.6,56,"Romney",8881,14.4,2.4
"MO","Schuyler",35.9,60.5,"Romney",1871,24.6,3.59999999999999
"MO","Scotland",33.2,64.4,"Romney",1889,31.2,2.39999999999999
"MO","Scott",30.1,68.4,"Romney",16745,38.3,1.5
"MO","Shannon",35.2,61.3,"Romney",3560,26.1,3.5
"MO","Shelby",29.9,67.7,"Romney",3154,37.8,2.39999999999999
"MO","Stoddard",24.5,73.8,"Romney",12649,49.3,1.7
"MO","Stone",24.5,73.7,"Romney",15700,49.2,1.8
"MO","Sullivan",35,62,"Romney",2518,27,3
"MO","Taney",25.3,72.7,"Romney",21175,47.4,2
"MO","Texas",26.7,70.8,"Romney",10489,44.1,2.5
"MO","Vernon",30.3,67.6,"Romney",8336,37.3,2.10000000000001
"MO","Warren",35.6,62.3,"Romney",14369,26.7,2.10000000000001
"MO","Washington",39.5,58.1,"Romney",8410,18.6,2.4
"MO","Wayne",31.7,66.3,"Romney",5601,34.6,2
"MO","Webster",28.6,69.4,"Romney",15109,40.8,2
"MO","Worth",32.5,63.4,"Romney",1005,30.9,4.1
"MO","Wright",24.5,73.3,"Romney",7784,48.8,2.2
"MS","Adams",58.7,40.7,"Obama",13541,18,0.599999999999994
"MS","Alcorn",23.5,75.1,"Romney",14476,51.6,1.40000000000001
"MS","Amite",42,57.3,"Romney",7611,15.3,0.700000000000003
"MS","Attala",42.9,56.7,"Romney",7820,13.8,0.399999999999999
"MS","Benton",49.7,49.8,"Romney",4056,0.0999999999999943,0.5
"MS","Bolivar",68.5,30.5,"Obama",14118,38,1
"MS","Calhoun",35.9,63.1,"Romney",6211,27.2,0.999999999999993
"MS","Carroll",33.3,66.2,"Romney",5943,32.9,0.5
"MS","Chickasaw",51.2,47.1,"Obama",7515,4.1,1.7
"MS","Choctaw",33.4,65.8,"Romney",3816,32.4,0.799999999999997
"MS","Claiborne",88.1,11.6,"Obama",5241,76.5,0.300000000000006
"MS","Clarke",37.4,61.3,"Romney",7110,23.9,1.3
"MS","Clay",60.7,38.7,"Obama",9595,22,0.599999999999994
"MS","Coahoma",74.9,24.6,"Obama",9520,50.3,0.499999999999993
"MS","Copiah",55.4,43.9,"Obama",12915,11.5,0.700000000000003
"MS","Covington",41.6,57.8,"Romney",9082,16.2,0.600000000000001
"MS","DeSoto",32.8,66.2,"Romney",63378,33.4,1
"MS","Forrest",43.5,55.2,"Romney",27418,11.7,1.3
"MS","Franklin",38.4,60.9,"Romney",4411,22.5,0.700000000000003
"MS","George",13.8,85,"Romney",9705,71.2,1.2
"MS","Greene",22.4,76.5,"Romney",5853,54.1,1.09999999999999
"MS","Grenada",46.6,52.8,"Romney",11259,6.2,0.600000000000001
"MS","Hancock",22.8,75.5,"Romney",16738,52.7,1.7
"MS","Harrison",36.1,62.7,"Romney",60888,26.6,1.2
"MS","Hinds",72.2,27.1,"Obama",96962,45.1,0.699999999999996
"MS","Holmes",83.9,15.7,"Obama",8039,68.2,0.399999999999995
"MS","Humphreys",75.9,23.9,"Obama",4468,52,0.199999999999996
"MS","Issaquena",60.9,38.4,"Obama",781,22.5,0.700000000000003
"MS","Itawamba",18.3,79.3,"Romney",8524,61,2.40000000000001
"MS","Jackson",31.3,67.5,"Romney",48714,36.2,1.2
"MS","Jasper",54.6,44.9,"Obama",9290,9.7,0.5
"MS","Jefferson",88.7,10.9,"Obama",3939,77.8,0.399999999999997
"MS","Jeff Davis",61.9,36.9,"Obama",6533,25,1.2
"MS","Jones",30.4,68.7,"Romney",29781,38.3,0.899999999999991
"MS","Kemper",64.1,35.4,"Obama",5028,28.7,0.500000000000007
"MS","Lafayette",41.3,56.8,"Romney",16870,15.5,1.90000000000001
"MS","Lamar",22.1,76.7,"Romney",22509,54.6,1.2
"MS","Lauderdale",41.8,57.3,"Romney",29964,15.5,0.900000000000006
"MS","Lawrence",36.4,63.1,"Romney",6547,26.7,0.5
"MS","Leake",45.4,54.1,"Romney",7882,8.7,0.5
"MS","Lee",35,64,"Romney",34047,29,1
"MS","Leflore",72.6,26.9,"Obama",11538,45.7,0.500000000000007
"MS","Lincoln",34.1,65.3,"Romney",14212,31.2,0.600000000000009
"MS","Lowndes",48.8,50.3,"Romney",24436,1.5,0.900000000000006
"MS","Madison",41.8,57.5,"Romney",49229,15.7,0.700000000000003
"MS","Marion",34.7,64.5,"Romney",10951,29.8,0.799999999999997
"MS","Marshall",59.4,39.9,"Obama",16025,19.5,0.700000000000003
"MS","Monroe",41.6,57.5,"Romney",16651,15.9,0.899999999999999
"MS","Montgomery",46.7,52.9,"Romney",4788,6.2,0.399999999999999
"MS","Neshoba",27.8,71.4,"Romney",10802,43.6,0.799999999999997
"MS","Newton",34,65.4,"Romney",8978,31.4,0.599999999999994
"MS","Noxubee",78.5,21.2,"Obama",6245,57.3,0.300000000000001
"MS","Oktibbeha",50.2,48.3,"Obama",15758,1.90000000000001,1.5
"MS","Panola",54,45.3,"Obama",16708,8.7,0.700000000000003
"MS","Pearl River",19.1,79.4,"Romney",19649,60.3,1.5
"MS","Perry",26.7,72.3,"Romney",5629,45.6,1
"MS","Pike",53.4,45.8,"Obama",17290,7.6,0.800000000000004
"MS","Pontotoc",22.6,76.1,"Romney",12188,53.5,1.30000000000001
"MS","Prentiss",28.1,70.5,"Romney",9892,42.4,1.40000000000001
"MS","Quitman",71.3,28,"Obama",3953,43.3,0.700000000000003
"MS","Rankin",23.5,75.4,"Romney",60743,51.9,1.09999999999999
"MS","Scott",45.1,54.1,"Romney",10502,9,0.799999999999997
"MS","Sharkey",69.6,29.9,"Obama",2246,39.7,0.500000000000007
"MS","Simpson",38.6,60.6,"Romney",12147,22,0.799999999999997
"MS","Smith",24.4,74.7,"Romney",8028,50.3,0.899999999999991
"MS","Stone",26.3,72.2,"Romney",6718,45.9,1.5
"MS","Sunflower",72.7,26.4,"Obama",10896,46.3,0.899999999999999
"MS","Tallahatchie",60.3,39,"Obama",6318,21.3,0.700000000000003
"MS","Tate",40.2,58.6,"Romney",11238,18.4,1.2
"MS","Tippah",25,73.5,"Romney",8879,48.5,1.5
"MS","Tishomingo",20.7,77.3,"Romney",7693,56.6,2
"MS","Tunica",79.1,20.3,"Obama",4238,58.8,0.600000000000005
"MS","Union",24,74.9,"Romney",10240,50.9,1.09999999999999
"MS","Walthall",45.3,53.7,"Romney",7398,8.40000000000001,1
"MS","Warren",50.9,48.3,"Obama",19289,2.6,0.800000000000004
"MS","Washington",71.1,28.4,"Obama",17058,42.7,0.500000000000007
"MS","Wayne",40.1,59.2,"Romney",10196,19.1,0.699999999999996
"MS","Webster",22.6,76.4,"Romney",4771,53.8,1
"MS","Wilkinson",69.4,30.1,"Obama",4215,39.3,0.499999999999993
"MS","Winston",46.7,52.7,"Romney",9704,6,0.599999999999994
"MS","Yalobusha",47.4,51.8,"Romney",6245,4.4,0.800000000000004
"MS","Yazoo",57.3,42,"Obama",10780,15.3,0.700000000000003
"MT","Beaverhead",28.4,68.5,"Romney",4598,40.1,3.09999999999999
"MT","Big Horn",62,36.3,"Obama",4485,25.7,1.7
"MT","Blaine",56.4,41.3,"Obama",2767,15.1,2.3
"MT","Broadwater",25.3,71.5,"Romney",2911,46.2,3.2
"MT","Carbon",36.6,60.5,"Romney",5639,23.9,2.9
"MT","Carter",12.1,85.4,"Romney",774,73.3,2.5
"MT","Cascade",44,53.1,"Romney",32988,9.1,2.9
"MT","Chouteau",34.6,62.4,"Romney",2720,27.8,3.00000000000001
"MT","Custer",34.2,62.8,"Romney",5177,28.6,3
"MT","Daniels",23.6,73.4,"Romney",971,49.8,3
"MT","Dawson",27.6,68.5,"Romney",4243,40.9,3.90000000000001
"MT","Deer Lodge",64.2,32.5,"Obama",4260,31.7,3.3
"MT","Fallon",16.9,80.3,"Romney",1359,63.4,2.8
"MT","Fergus",26.9,70.2,"Romney",5871,43.3,2.89999999999999
"MT","Flathead",31.9,65.2,"Romney",41228,33.3,2.89999999999999
"MT","Gallatin",45.7,51,"Romney",45585,5.3,3.3
"MT","Garfield",9.4,88.9,"Romney",688,79.5,1.69999999999999
"MT","Glacier",64.9,32.4,"Obama",4175,32.5,2.7
"MT","Golden Valley",23,73.3,"Romney",461,50.3,3.7
"MT","Granite",31.3,64.9,"Romney",1640,33.6,3.8
"MT","Hill",49.9,46.4,"Obama",6505,3.5,3.7
"MT","Jefferson",34.8,62.3,"Romney",6298,27.5,2.90000000000001
"MT","Judith Basin",27.7,70.3,"Romney",1188,42.6,2
"MT","Lake",43.4,53.8,"Romney",12799,10.4,2.8
"MT","Lewis and Clark",46.9,50.5,"Romney",32152,3.6,2.6
"MT","Liberty",26.1,71,"Romney",955,44.9,2.90000000000001
"MT","Lincoln",28.7,68.2,"Romney",8589,39.5,3.09999999999999
"MT","McCone",22.4,75.1,"Romney",963,52.7,2.5
"MT","Madison",28.5,69.1,"Romney",4400,40.6,2.40000000000001
"MT","Meagher",27.7,68.9,"Romney",939,41.2,3.39999999999999
"MT","Mineral",34.7,60.3,"Romney",1910,25.6,5
"MT","Missoula",57.9,39.2,"Obama",57665,18.7,2.9
"MT","Musselshell",20.5,76.2,"Romney",2274,55.7,3.3
"MT","Park",43.2,53.7,"Romney",8365,10.5,3.09999999999999
"MT","Petroleum",16.4,80.5,"Romney",289,64.1,3.09999999999999
"MT","Phillips",21.1,75.8,"Romney",2159,54.7,3.10000000000001
"MT","Pondera",35.8,61.6,"Romney",2635,25.8,2.6
"MT","Powder River",16.7,81.7,"Romney",1003,65,1.59999999999999
"MT","Powell",32,65.1,"Romney",2682,33.1,2.90000000000001
"MT","Prairie",23.8,73.9,"Romney",685,50.1,2.3
"MT","Ravalli",32.7,64.7,"Romney",19283,32,2.59999999999999
"MT","Richland",21.6,75.6,"Romney",4471,54,2.80000000000001
"MT","Roosevelt",56.5,41.5,"Obama",3547,15,2
"MT","Rosebud",40.9,56.4,"Romney",3513,15.5,2.7
"MT","Sanders",29.1,67.4,"Romney",5687,38.3,3.5
"MT","Sheridan",34.4,62.7,"Romney",1864,28.3,2.89999999999999
"MT","Silver Bow",64.9,32.3,"Obama",16156,32.6,2.8
"MT","Stillwater",26.5,71,"Romney",4446,44.5,2.5
"MT","Sweet Grass",22.5,75.2,"Romney",2057,52.7,2.3
"MT","Teton",33,64.3,"Romney",3164,31.3,2.7
"MT","Toole",27.7,68.5,"Romney",2022,40.8,3.8
"MT","Treasure",25.2,70,"Romney",431,44.8,4.8
"MT","Valley",35.9,60.5,"Romney",3723,24.6,3.59999999999999
"MT","Wheatland",27.5,69.8,"Romney",962,42.3,2.7
"MT","Wibaux",4.6,77.4,"Romney",446,72.8,18
"MT","Yellowstone",38.3,59,"Romney",66696,20.7,2.7
"NC","Alamance",42.5,56.6,"Romney",66053,14.1,0.899999999999999
"NC","Alexander",26.9,71.6,"Romney",16798,44.7,1.5
"NC","Alleghany",31.3,67.2,"Romney",4952,35.9,1.5
"NC","Anson",62.3,37.3,"Obama",11019,25,0.400000000000006
"NC","Ashe",32.8,65.7,"Romney",12307,32.9,1.5
"NC","Avery",24.3,74.5,"Romney",7569,50.2,1.2
"NC","Beaufort",40.1,59.3,"Romney",23317,19.2,0.600000000000001
"NC","Bertie",65.8,33.9,"Obama",9904,31.9,0.300000000000004
"NC","Bladen",50.6,48.6,"Obama",16224,2,0.799999999999997
"NC","Brunswick",38.5,60.7,"Romney",56519,22.2,0.799999999999997
"NC","Buncombe",55.5,43.1,"Obama",124495,12.4,1.4
"NC","Burke",37.6,61.2,"Romney",35686,23.6,1.2
"NC","Cabarrus",39.4,59.6,"Romney",81578,20.2,1
"NC","Caldwell",31.4,67.2,"Romney",33864,35.8,1.39999999999999
"NC","Camden",32.2,66.3,"Romney",4451,34.1,1.5
"NC","Carteret",29,70,"Romney",34795,41,1
"NC","Caswell",48.3,51,"Romney",10654,2.7,0.700000000000003
"NC","Catawba",34.7,64.2,"Romney",68340,29.5,1.09999999999999
"NC","Chatham",51.9,47.2,"Obama",34830,4.7,0.899999999999999
"NC","Cherokee",26.3,72.5,"Romney",12540,46.2,1.2
"NC","Chowan",47.2,52.2,"Romney",7379,5,0.599999999999994
"NC","Clay",28.1,70.7,"Romney",5525,42.6,1.2
"NC","Cleveland",39.3,59.8,"Romney",42174,20.5,0.900000000000006
"NC","Columbus",45.7,53.6,"Romney",23836,7.9,0.699999999999996
"NC","Craven",40.7,58.5,"Romney",45210,17.8,0.799999999999997
"NC","Cumberland",59.5,39.8,"Obama",125182,19.7,0.700000000000003
"NC","Currituck",31.6,66.6,"Romney",10952,35,1.80000000000001
"NC","Dare",41.2,57.4,"Romney",17360,16.2,1.4
"NC","Davidson",29,69.9,"Romney",69226,40.9,1.09999999999999
"NC","Davie",27.7,71.3,"Romney",20220,43.6,1
"NC","Duplin",43.8,55.6,"Romney",20253,11.8,0.600000000000001
"NC","Durham",75.9,23.2,"Obama",142511,52.7,0.899999999999995
"NC","Edgecombe",68,31.7,"Obama",26743,36.3,0.300000000000001
"NC","Forsyth",53.2,45.9,"Obama",170783,7.3,0.899999999999999
"NC","Franklin",47.5,51.6,"Romney",27797,4.1,0.899999999999999
"NC","Gaston",36.7,62.3,"Romney",88720,25.6,1
"NC","Gates",51.7,47.7,"Obama",5277,4,0.599999999999994
"NC","Graham",28.5,70.2,"Romney",3858,41.7,1.3
"NC","Granville",51.9,47.3,"Obama",25861,4.6,0.800000000000004
"NC","Greene",45.9,53.6,"Romney",8154,7.7,0.5
"NC","Guilford",57.8,41.3,"Obama",249447,16.5,0.900000000000006
"NC","Halifax",65.8,33.8,"Obama",25617,32,0.400000000000006
"NC","Harnett",39.8,59.2,"Romney",41928,19.4,1
"NC","Haywood",42.4,56.2,"Romney",27295,13.8,1.4
"NC","Henderson",35.6,63.2,"Romney",51379,27.6,1.2
"NC","Hertford",71.9,27.6,"Obama",10816,44.3,0.499999999999993
"NC","Hoke",59,40,"Obama",16636,19,1
"NC","Hyde",49.1,50.2,"Romney",2340,1.1,0.699999999999996
"NC","Iredell",34.3,64.8,"Romney",75023,30.5,0.900000000000006
"NC","Jackson",48.6,49.7,"Romney",16276,1.1,1.7
"NC","Johnston",35.6,63.4,"Romney",75258,27.8,1.00000000000001
"NC","Jones",45,54.4,"Romney",5160,9.4,0.600000000000001
"NC","Lee",44.4,54.6,"Romney",23577,10.2,1
"NC","Lenoir",49,50.5,"Romney",27113,1.5,0.5
"NC","Lincoln",30.1,68.9,"Romney",36164,38.8,1
"NC","McDowell",33.5,65.3,"Romney",17738,31.8,1.2
"NC","Macon",34,64.6,"Romney",16509,30.6,1.40000000000001
"NC","Madison",44.6,53.7,"Romney",9845,9.1,1.7
"NC","Martin",51.9,47.5,"Obama",12477,4.4,0.600000000000001
"NC","Mecklenburg",60.8,38.3,"Obama",441195,22.5,0.900000000000006
"NC","Mitchell",23.6,75.3,"Romney",7588,51.7,1.10000000000001
"NC","Montgomery",41.9,57.2,"Romney",11078,15.3,0.899999999999999
"NC","Moore",35.6,63.7,"Romney",45707,28.1,0.700000000000003
"NC","Nash",50.2,49.3,"Obama",47983,0.900000000000006,0.5
"NC","New Hanover",47.1,51.7,"Romney",100830,4.6,1.2
"NC","Northampton",67.3,32.4,"Obama",10684,34.9,0.300000000000004
"NC","Onslow",36,62.9,"Romney",49810,26.9,1.1
"NC","Orange",70.4,28.2,"Obama",74802,42.2,1.4
"NC","Pamlico",39.2,60.1,"Romney",6664,20.9,0.699999999999996
"NC","Pasquotank",57.5,41.6,"Obama",17186,15.9,0.899999999999999
"NC","Pender",39.3,59.8,"Romney",23823,20.5,0.900000000000006
"NC","Perquimans",41.5,57.6,"Romney",6561,16.1,0.899999999999999
"NC","Person",44.1,55.1,"Romney",18851,11,0.799999999999997
"NC","Pitt",53,46.3,"Obama",76235,6.7,0.700000000000003
"NC","Polk",38.7,60.2,"Romney",10219,21.5,1.09999999999999
"NC","Randolph",24.4,74.6,"Romney",59588,50.2,1
"NC","Richmond",51,48.3,"Obama",18983,2.7,0.700000000000003
"NC","Robeson",57.9,41.3,"Obama",41050,16.6,0.800000000000004
"NC","Rockingham",38.9,60.3,"Romney",41207,21.4,0.800000000000004
"NC","Rowan",36.5,62.5,"Romney",61151,26,1
"NC","Rutherford",32.7,66.2,"Romney",28074,33.5,1.09999999999999
"NC","Sampson",44.2,55.2,"Romney",25854,11,0.599999999999994
"NC","Scotland",58,41.4,"Obama",13930,16.6,0.600000000000001
"NC","Stanly",29.3,69.7,"Romney",27985,40.4,1
"NC","Stokes",27.9,70.8,"Romney",21111,42.9,1.3
"NC","Surry",30.9,67.9,"Romney",28758,37,1.19999999999999
"NC","Swain",45.9,52.2,"Romney",5594,6.3,1.9
"NC","Transylvania",40.9,57.8,"Romney",16262,16.9,1.3
"NC","Tyrrell",47,52.3,"Romney",1764,5.3,0.700000000000003
"NC","Union",34.3,64.7,"Romney",92500,30.4,1
"NC","Vance",64,35.7,"Obama",20692,28.3,0.299999999999997
"NC","Wake",54.5,44.2,"Obama",519872,10.3,1.3
"NC","Warren",67.9,31.8,"Obama",9746,36.1,0.299999999999994
"NC","Washington",59,40.5,"Obama",6426,18.5,0.5
"NC","Watauga",47.5,50.1,"Romney",27495,2.6,2.4
"NC","Wayne",45.4,54,"Romney",50690,8.6,0.600000000000001
"NC","Wilkes",28,70.7,"Romney",28499,42.7,1.3
"NC","Wilson",53.3,46,"Obama",38649,7.3,0.700000000000003
"NC","Yadkin",23.6,75,"Romney",16428,51.4,1.40000000000001
"NC","Yancey",42.3,56.2,"Romney",9203,13.9,1.5
"ND","Adams",25.6,71.5,"Romney",1244,45.9,2.90000000000001
"ND","Barnes",43.7,54,"Romney",5342,10.3,2.3
"ND","Benson",57.4,40.4,"Obama",2099,17,2.2
"ND","Billings",15.4,81.8,"Romney",561,66.4,2.8
"ND","Bottineau",33.4,64.5,"Romney",3409,31.1,2.09999999999999
"ND","Bowman",23.8,73.9,"Romney",1689,50.1,2.3
"ND","Burke",22.7,75.5,"Romney",996,52.8,1.8
"ND","Burleigh",32.7,64.9,"Romney",41847,32.2,2.39999999999999
"ND","Cass",47.3,50.2,"Romney",71424,2.90000000000001,2.5
"ND","Cavalier",39.8,58,"Romney",2010,18.2,2.2
"ND","Dickey",33.8,63.7,"Romney",2450,29.9,2.5
"ND","Divide",33.2,63.5,"Romney",1113,30.3,3.3
"ND","Dunn",24.6,74.6,"Romney",1987,50,0.800000000000011
"ND","Eddy",42.2,55,"Romney",1115,12.8,2.8
"ND","Emmons",20.6,76.8,"Romney",1813,56.2,2.60000000000001
"ND","Foster",36.1,61.4,"Romney",1632,25.3,2.5
"ND","Golden Valley",17.4,80.1,"Romney",901,62.7,2.5
"ND","Grand Forks",47,50.5,"Romney",29052,3.5,2.5
"ND","Grant",23.9,73.2,"Romney",1343,49.3,2.89999999999999
"ND","Griggs",40.1,57.7,"Romney",1305,17.6,2.2
"ND","Hettinger",23.2,73.9,"Romney",1311,50.7,2.89999999999999
"ND","Kidder",30,66.4,"Romney",1263,36.4,3.59999999999999
"ND","LaMoure",33.8,63.1,"Romney",2111,29.3,3.1
"ND","Logan",21.2,76.7,"Romney",1020,55.5,2.09999999999999
"ND","McHenry",34.8,62.2,"Romney",2575,27.4,3
"ND","McIntosh",30.2,68.1,"Romney",1484,37.9,1.7
"ND","McKenzie",27.1,71.6,"Romney",3376,44.5,1.30000000000001
"ND","McLean",33.9,64,"Romney",4790,30.1,2.09999999999999
"ND","Mercer",26.4,71.3,"Romney",4293,44.9,2.3
"ND","Morton",33.1,64.2,"Romney",13136,31.1,2.7
"ND","Mountrail",40.7,56.9,"Romney",3361,16.2,2.4
"ND","Nelson",45.9,51.7,"Romney",1628,5.8,2.4
"ND","Oliver",27.8,68.6,"Romney",974,40.8,3.60000000000001
"ND","Pembina",38.6,58.7,"Romney",3138,20.1,2.7
"ND","Pierce",30.3,67.6,"Romney",2118,37.3,2.10000000000001
"ND","Ramsey",43.5,53.5,"Romney",4821,10,3
"ND","Ransom",55.6,41.8,"Obama",2349,13.8,2.6
"ND","Renville",31.3,66.8,"Romney",1248,35.5,1.90000000000001
"ND","Richland",42.3,55.8,"Romney",7403,13.5,1.90000000000001
"ND","Rolette",74,24.1,"Obama",4441,49.9,1.9
"ND","Sargent",54,44.1,"Obama",1949,9.9,1.9
"ND","Sheridan",19.9,78.8,"Romney",798,58.9,1.3
"ND","Sioux",79.1,19.6,"Obama",1123,59.5,1.3
"ND","Slope",19.1,78.6,"Romney",424,59.5,2.30000000000001
"ND","Stark",24.3,73.7,"Romney",11314,49.4,2
"ND","Steele",50.1,48.2,"Obama",1010,1.9,1.7
"ND","Stutsman",37.8,59.8,"Romney",9202,22,2.40000000000001
"ND","Towner",43.9,53.2,"Romney",1130,9.3,2.9
"ND","Traill",46.4,51.1,"Romney",3747,4.7,2.5
"ND","Walsh",41.8,55.5,"Romney",4927,13.7,2.7
"ND","Ward",33.3,64.1,"Romney",24588,30.8,2.60000000000001
"ND","Wells",28.4,69.8,"Romney",2317,41.4,1.8
"ND","Williams",23.8,73.8,"Romney",9375,50,2.40000000000001
"NE","Adams",32.1,66.1,"Romney",12226,34,1.80000000000001
"NE","Antelope",17.8,80.6,"Romney",3156,62.8,1.60000000000001
"NE","Arthur",11.5,87,"Romney",257,75.5,1.5
"NE","Banner",13.7,84.3,"Romney",394,70.6,2
"NE","Blaine",9.6,89,"Romney",297,79.4,1.40000000000001
"NE","Boone",22,76.3,"Romney",2751,54.3,1.7
"NE","Box Butte",36,61.6,"Romney",4429,25.6,2.4
"NE","Boyd",17.8,81.4,"Romney",1038,63.6,0.799999999999997
"NE","Brown",14.4,84,"Romney",1521,69.6,1.59999999999999
"NE","Buffalo",27.6,70.2,"Romney",18644,42.6,2.2
"NE","Burt",38.3,60.3,"Romney",3296,22,1.40000000000001
"NE","Butler",26.9,71.5,"Romney",3757,44.6,1.59999999999999
"NE","Cass",36,62.4,"Romney",11751,26.4,1.6
"NE","Cedar",22.3,75.8,"Romney",4183,53.5,1.90000000000001
"NE","Chase",13.6,85.1,"Romney",1825,71.5,1.30000000000001
"NE","Cherry",14.3,83.8,"Romney",2993,69.5,1.90000000000001
"NE","Cheyenne",23.4,74.7,"Romney",4117,51.3,1.89999999999999
"NE","Clay",22.7,75.9,"Romney",2875,53.2,1.39999999999999
"NE","Colfax",31.5,67.1,"Romney",3004,35.6,1.40000000000001
"NE","Cuming",25.8,72.8,"Romney",3873,47,1.40000000000001
"NE","Custer",19.7,78.5,"Romney",5317,58.8,1.8
"NE","Dakota",47.4,51,"Romney",5879,3.6,1.6
"NE","Dawes",30.3,67,"Romney",3537,36.7,2.7
"NE","Dawson",28.1,69.9,"Romney",7527,41.8,2
"NE","Deuel",21.2,75.4,"Romney",978,54.2,3.39999999999999
"NE","Dixon",32.6,65.5,"Romney",2615,32.9,1.90000000000001
"NE","Dodge",37.9,60.6,"Romney",14525,22.7,1.5
"NE","Douglas",47.2,51.5,"Romney",207580,4.3,1.3
"NE","Dundy",17.9,80.6,"Romney",967,62.7,1.5
"NE","Fillmore",28.2,70.1,"Romney",2766,41.9,1.7
"NE","Franklin",25,72.7,"Romney",1491,47.7,2.3
"NE","Frontier",26.8,70.7,"Romney",1386,43.9,2.5
"NE","Furnas",19.1,79.8,"Romney",2189,60.7,1.10000000000001
"NE","Gage",40.5,57.3,"Romney",9340,16.8,2.2
"NE","Garden",22.2,76.2,"Romney",1071,54,1.59999999999999
"NE","Garfield",15.8,82.1,"Romney",909,66.3,2.10000000000001
"NE","Gosper",23.6,75.1,"Romney",962,51.5,1.30000000000001
"NE","Grant",8.3,88.7,"Romney",352,80.4,3
"NE","Greeley",28.8,69.4,"Romney",1160,40.6,1.8
"NE","Hall",35.3,62.9,"Romney",19383,27.6,1.8
"NE","Hamilton",23.5,74.3,"Romney",4718,50.8,2.2
"NE","Harlan",19.6,78.8,"Romney",1559,59.2,1.60000000000001
"NE","Hayes",9.3,88.4,"Romney",523,79.1,2.3
"NE","Hitchcock",17.8,79.7,"Romney",1696,61.9,2.5
"NE","Holt",18.2,79.8,"Romney",4651,61.6,2
"NE","Hooker",15,83.8,"Romney",389,68.8,1.2
"NE","Howard",32,66.2,"Romney",2804,34.2,1.8
"NE","Jefferson",34.7,63.1,"Romney",3341,28.4,2.2
"NE","Johnson",38.4,59.5,"Romney",2013,21.1,2.1
"NE","Kearney",24.1,74.2,"Romney",3102,50.1,1.7
"NE","Keith",22.9,75.4,"Romney",3956,52.5,1.69999999999999
"NE","Keya Paha",16.6,81.5,"Romney",472,64.9,1.90000000000001
"NE","Kimball",23.5,73.4,"Romney",1613,49.9,3.09999999999999
"NE","Knox",26.3,71.7,"Romney",3933,45.4,2
"NE","Lancaster",48.7,49.7,"Romney",121147,1,1.59999999999999
"NE","Lincoln",28.5,69.1,"Romney",14895,40.6,2.40000000000001
"NE","Logan",15.8,82.6,"Romney",424,66.8,1.60000000000001
"NE","Loup",17.4,81.5,"Romney",352,64.1,1.09999999999999
"NE","McPherson",14.1,81.7,"Romney",278,67.6,4.2
"NE","Madison",24.9,73.1,"Romney",13242,48.2,2
"NE","Merrick",26.6,71.7,"Romney",3398,45.1,1.7
"NE","Morrill",20.9,77,"Romney",2108,56.1,2.09999999999999
"NE","Nance",29.7,68.5,"Romney",1575,38.8,1.8
"NE","Nemaha",34.8,63.3,"Romney",3068,28.5,1.90000000000001
"NE","Nuckolls",26.1,72,"Romney",2130,45.9,1.90000000000001
"NE","Otoe",36.8,61.2,"Romney",6768,24.4,2
"NE","Pawnee",29.8,67.4,"Romney",1293,37.6,2.8
"NE","Perkins",17,81.5,"Romney",1370,64.5,1.5
"NE","Phelps",20.2,77.8,"Romney",4247,57.6,2
"NE","Pierce",18.7,79.3,"Romney",3344,60.6,2
"NE","Platte",23.4,75.2,"Romney",13058,51.8,1.39999999999999
"NE","Polk",21.5,77.1,"Romney",2413,55.6,1.40000000000001
"NE","Red Willow",19.3,79.2,"Romney",4795,59.9,1.5
"NE","Richardson",32.1,65.4,"Romney",3587,33.3,2.5
"NE","Rock",13.1,85.3,"Romney",772,72.2,1.60000000000001
"NE","Saline",46.2,52.1,"Romney",4750,5.9,1.7
"NE","Sarpy",37.3,60.9,"Romney",65027,23.6,1.8
"NE","Saunders",32.1,65.9,"Romney",10004,33.8,2
"NE","Scotts Bluff",30.2,68,"Romney",13620,37.8,1.8
"NE","Seward",31.7,66.4,"Romney",7309,34.7,1.89999999999999
"NE","Sheridan",15.9,82,"Romney",2399,66.1,2.09999999999999
"NE","Sherman",36.4,60.9,"Romney",1468,24.5,2.7
"NE","Sioux",13.7,84.8,"Romney",724,71.1,1.5
"NE","Stanton",23.1,74.2,"Romney",2552,51.1,2.7
"NE","Thayer",27.6,70.5,"Romney",2577,42.9,1.90000000000001
"NE","Thomas",10.3,88.2,"Romney",402,77.9,1.5
"NE","Thurston",57.9,41.3,"Obama",1976,16.6,0.800000000000004
"NE","Valley",22.8,75.8,"Romney",2137,53,1.40000000000001
"NE","Washington",30.7,67.8,"Romney",9960,37.1,1.5
"NE","Wayne",29.4,68.1,"Romney",3567,38.7,2.5
"NE","Webster",25.4,72.5,"Romney",1695,47.1,2.09999999999999
"NE","Wheeler",20.9,77.4,"Romney",438,56.5,1.69999999999999
"NE","York",21.6,77.1,"Romney",6166,55.5,1.30000000000001
