"state","county","Obama","Romney","winner","total","margin","turnout"
"VA","Prince William",57.4,41.4,"Obama",177532,16,1.2
"VA","Pulaski",36.1,60.8,"Romney",14204,24.7,3.1
"VA","Rappahannock",45.5,53.3,"Romney",4278,7.8,1.2
"VA","Richmond",41.8,57.3,"Romney",3734,15.5,0.900000000000006
"VA","Roanoke",36.4,62,"Romney",52933,25.6,1.6
"VA","Rockbridge",40.2,58.1,"Romney",9985,17.9,1.7
"VA","Rockingham",28.9,69.5,"Romney",34232,40.6,1.59999999999999
"VA","Russell",30.8,67.8,"Romney",11893,37,1.40000000000001
"VA","Scott",24,74.7,"Romney",9834,50.7,1.3
"VA","Shenandoah",33.5,64.9,"Romney",18988,31.4,1.59999999999999
"VA","Smyth",32.7,65.7,"Romney",12545,33,1.59999999999999
"VA","Southampton",47.9,51.1,"Romney",9170,3.2,1
"VA","Spotsylvania",43.5,55.1,"Romney",56968,11.6,1.4
"VA","Stafford",45,53.7,"Romney",59559,8.7,1.3
"VA","Surry",59.8,38.8,"Obama",4245,21,1.40000000000001
"VA","Sussex",61.8,37.3,"Obama",5371,24.5,0.900000000000006
"VA","Tazewell",20.7,78.2,"Romney",17504,57.5,1.09999999999999
"VA","Warren",38.8,59.3,"Romney",16314,20.5,1.90000000000001
"VA","Washington",27.7,70.9,"Romney",25217,43.2,1.39999999999999
"VA","Westmoreland",47.8,47.4,"Obama",8271,0.399999999999999,4.8
"VA","Wise",25.1,73.9,"Romney",14792,48.8,1
"VA","Wythe",30.7,67.5,"Romney",12106,36.8,1.8
"VA","York",38.9,59.6,"Romney",33347,20.7,1.5
"VA","Alexandria",71.4,27.5,"Obama",72639,43.9,1.09999999999999
"VA","Bedford City",43.8,54.6,"Romney",2752,10.8,1.6
"VA","Bristol",33.8,64.9,"Romney",7263,31.1,1.3
"VA","Buena Vista",36.4,61.9,"Romney",2483,25.5,1.7
"VA","Charlottesville",75.8,22.4,"Obama",21068,53.4,1.8
"VA","Chesapeake",50,48.9,"Obama",108844,1.1,1.1
"VA","Colonial Heights",29.6,69.1,"Romney",8478,39.5,1.30000000000001
"VA","Covington",56.6,41.9,"Obama",2294,14.7,1.5
"VA","Danville",60.6,38.5,"Obama",19971,22.1,0.899999999999999
"VA","Emporia",66.6,32.9,"Obama",2679,33.7,0.500000000000007
"VA","Fairfax City",57.3,41.1,"Obama",11398,16.2,1.6
"VA","Falls Church",69.1,29.6,"Obama",7147,39.5,1.3
"VA","Franklin City",65,34.4,"Obama",4326,30.6,0.600000000000001
"VA","Fredericksburg",62.4,35.6,"Obama",11168,26.8,2
"VA","Galax",39.6,58.6,"Romney",2232,19,1.8
"VA","Hampton",72.1,26.8,"Obama",70926,45.3,1.1
"VA","Harrisonburg",55.7,42.2,"Obama",15214,13.5,2.09999999999999
"VA","Hopewell",57.5,41.5,"Obama",8915,16,1
"VA","Lexington",55.4,42.8,"Obama",2630,12.6,1.8
"VA","Lynchburg",43.9,54.5,"Romney",35657,10.6,1.6
"VA","Manassas",55.9,42.6,"Obama",14941,13.3,1.5
"VA","Manassas Park",62.1,36.7,"Obama",4569,25.4,1.2
"VA","Martinsville",61.4,36.8,"Obama",6167,24.6,1.8
"VA","Newport News",64.4,34.4,"Obama",78214,30,1.2
"VA","Norfolk",71.4,27.4,"Obama",77020,44,1.2
"VA","Norton",38.1,60.2,"Romney",1461,22.1,1.7
"VA","Petersburg",90,9.6,"Obama",15903,80.4,0.4
"VA","Poquoson",23.7,74.8,"Romney",6991,51.1,1.5
"VA","Portsmouth",69.3,29.6,"Obama",41401,39.7,1.1
"VA","Radford",50.8,46.8,"Obama",5252,4,2.40000000000001
"VA","Richmond City",77.1,21.4,"Obama",90769,55.7,1.50000000000001
"VA","Roanoke City",59.2,37.7,"Obama",36295,21.5,3.09999999999999
"VA","Salem",38.8,59.4,"Romney",12045,20.6,1.8
"VA","Staunton",51.2,47.1,"Obama",10967,4.1,1.7
"VA","Suffolk",57.1,41.9,"Obama",41972,15.2,1
"VA","Virginia Beach",48.1,50.6,"Romney",193270,2.5,1.3
"VA","Waynesboro",43.7,54.6,"Romney",8625,10.9,1.7
"VA","Williamsburg",63.5,34.7,"Obama",7579,28.8,1.8
"VA","Winchester",49.6,48.2,"Obama",10032,1.4,2.2
"VT","Addison",52.4,45.7,"Obama",722,6.7,1.9
"VT","Albany",64.6,33.2,"Obama",439,31.4,2.2
"VT","Alburg",64.6,34.3,"Obama",905,30.3,1.10000000000001
"VT","Andover",59.6,37.6,"Obama",305,22,2.8
"VT","Arlington",60.4,37.7,"Obama",1217,22.7,1.9
"VT","Athens",57.9,37.9,"Obama",139,20,4.2
"VT","Bakersfield",66.2,32.6,"Obama",576,33.6,1.2
"VT","Baltimore",54.8,40,"Obama",109,14.8,5.2
"VT","Barnard",65,33.7,"Obama",539,31.3,1.3
"VT","Barnet",60.4,37.7,"Obama",945,22.7,1.9
"VT","Barre",63.6,34.3,"Obama",2994,29.3,2.1
"VT","Barre Town",54.5,44.4,"Obama",3861,10.1,1.1
"VT","Barton",62.6,36.4,"Obama",1061,26.2,1
"VT","Belvidere",57.7,40.1,"Obama",139,17.6,2.2
"VT","Bennington",70.6,27.5,"Obama",6256,43.1,1.90000000000001
"VT","Benson",64,33.8,"Obama",460,30.2,2.2
"VT","Berkshire",60.3,38.6,"Obama",561,21.7,1.1
"VT","Berlin",63.6,34.1,"Obama",1221,29.5,2.3
"VT","Bethel",66.5,31.5,"Obama",952,35,2
"VT","Bloomfield",59.2,40.8,"Obama",98,18.4,0
"VT","Bolton",71.8,26.7,"Obama",594,45.1,1.5
"VT","Bradford",63.1,34.8,"Obama",1170,28.3,2.1
"VT","Braintree",64.7,33.5,"Obama",543,31.2,1.8
"VT","Brandon",67,31.6,"Obama",1772,35.4,1.4
"VT","Brattleboro",82.1,16.3,"Obama",5536,65.8,1.6
"VT","Bridgewater",65.4,32.6,"Obama",475,32.8,1.99999999999999
"VT","Bridport",53.6,43.7,"Obama",617,9.9,2.7
"VT","Brighton",56.3,42,"Obama",522,14.3,1.7
"VT","Bristol",69.3,28.4,"Obama",1745,40.9,2.3
"VT","Brookfield",66.2,31.3,"Obama",672,34.9,2.5
"VT","Brookline",69.4,29.5,"Obama",255,39.9,1.09999999999999
"VT","Brownington",59.5,39,"Obama",379,20.5,1.5
"VT","Brunswick",63.3,36.7,"Obama",60,26.6,0
"VT","Burke",60.4,38.1,"Obama",742,22.3,1.5
"VT","Burlington",82.4,14.9,"Obama",16913,67.5,2.69999999999999
"VT","Cabot",66.8,30.3,"Obama",708,36.5,2.9
"VT","Calais",76.1,21,"Obama",961,55.1,2.90000000000001
"VT","Cambridge",70.8,27.2,"Obama",1844,43.6,2
"VT","Canaan",60.9,36.9,"Obama",400,24,2.2
"VT","Castleton",57.7,40.7,"Obama",1683,17,1.59999999999999
"VT","Cavendish",58.6,39,"Obama",653,19.6,2.4
"VT","Charleston",59.4,39.2,"Obama",425,20.2,1.4
"VT","Charlotte",70.1,27.5,"Obama",2334,42.6,2.40000000000001
"VT","Chelsea",53.5,45.1,"Obama",610,8.4,1.4
"VT","Chester",65.3,32.9,"Obama",1460,32.4,1.8
"VT","Chittenden",57.9,40.5,"Obama",700,17.4,1.6
"VT","Clarendon",52.8,45.5,"Obama",1206,7.3,1.7
"VT","Colchester",63.3,35,"Obama",7163,28.3,1.7
"VT","Concord",54,43.6,"Obama",497,10.4,2.4
"VT","Corinth",61.7,36.3,"Obama",648,25.4,2
"VT","Cornwall",72.9,25.9,"Obama",690,47,1.2
"VT","Coventry",61.2,37.7,"Obama",480,23.5,1.09999999999999
"VT","Craftsbury",70.3,24.4,"Obama",586,45.9,5.3
"VT","Danby",59.5,37.5,"Obama",610,22,3
"VT","Danville",58.7,40.2,"Obama",1170,18.5,1.09999999999999
"VT","Derby",58.4,40.2,"Obama",2082,18.2,1.4
"VT","Dorset",63.2,35.2,"Obama",1186,28,1.59999999999999
"VT","Dover",57.7,39.9,"Obama",724,17.8,2.4
"VT","Dummerston",77.7,20.3,"Obama",1131,57.4,2
"VT","Duxbury",72.6,26.4,"Obama",689,46.2,1.00000000000001
"VT","East Haven",55.7,41.8,"Obama",119,13.9,2.5
"VT","East Montpelier",72.9,25.5,"Obama",1553,47.4,1.59999999999999
"VT","Eden",67.4,30.7,"Obama",466,36.7,1.9
"VT","Elmore",71.4,25.8,"Obama",489,45.6,2.79999999999999
"VT","Enosburgh",65.4,32.6,"Obama",1195,32.8,1.99999999999999
"VT","Essex",63.8,35,"Obama",10270,28.8,1.2
"VT","Fairfax",59.9,38.8,"Obama",2101,21.1,1.3
"VT","Fairfield",63.5,35.2,"Obama",858,28.3,1.3
"VT","Fair Haven",61.5,36.2,"Obama",1077,25.3,2.3
"VT","Fairlee",68.4,29,"Obama",514,39.4,2.59999999999999
"VT","Fayston",72,25.8,"Obama",717,46.2,2.2
"VT","Ferrisburg",64.3,33.5,"Obama",1501,30.8,2.2
"VT","Fletcher",68.2,30.2,"Obama",603,38,1.6
"VT","Franklin",52.4,46.5,"Obama",555,5.9,1.1
"VT","Georgia",56.3,42.1,"Obama",2146,14.2,1.6
"VT","Glover",69.3,27.5,"Obama",556,41.8,3.2
"VT","Goshen",67.5,28.5,"Obama",118,39,4
"VT","Grafton",65.8,31.7,"Obama",348,34.1,2.5
"VT","Granby",63.6,34.1,"Obama",43,29.5,2.3
"VT","Grand Isle",60.6,37.2,"Obama",1177,23.4,2.2
"VT","Granville",81.6,14.9,"Obama",136,66.7,3.50000000000001
"VT","Greensboro",73.5,24.8,"Obama",400,48.7,1.7
"VT","Groton",49.4,47.6,"Obama",430,1.8,3
"VT","Guildhall",51.7,44.8,"Obama",140,6.90000000000001,3.5
"VT","Guilford",75.4,23.1,"Obama",1114,52.3,1.49999999999999
"VT","Halifax",65.2,34.1,"Obama",396,31.1,0.699999999999996
"VT","Hancock",66.4,31.5,"Obama",146,34.9,2.09999999999999
"VT","Hardwick",69,28.7,"Obama",1308,40.3,2.3
"VT","Hartford",69.4,29.4,"Obama",4720,40,1.2
"VT","Hartland",70.4,28.6,"Obama",1815,41.8,0.999999999999993
"VT","Highgate",57,42,"Obama",1278,15,1
"VT","Hinesburg",72,26.9,"Obama",2397,45.1,1.1
"VT","Holland",57.8,40.9,"Obama",292,16.9,1.3
"VT","Hubbardton",59.3,39.6,"Obama",352,19.7,1.1
"VT","Huntington",77,21,"Obama",1082,56,2
"VT","Hyde Park",71.1,27.4,"Obama",1390,43.7,1.50000000000001
"VT","Ira",57.4,41.7,"Obama",228,15.7,0.899999999999999
"VT","Irasburg",54.9,44.3,"Obama",524,10.6,0.800000000000004
"VT","Isle La Motte",59.9,38.7,"Obama",288,21.2,1.4
"VT","Jamaica",74.3,23.6,"Obama",494,50.7,2.1
"VT","Jay",62.8,35.2,"Obama",192,27.6,2
"VT","Jericho",65.2,33.6,"Obama",3016,31.6,1.2
"VT","Johnson",72.1,26.1,"Obama",1252,46,1.8
"VT","Killington",57.7,40.5,"Obama",618,17.2,1.8
"VT","Kirby",65.3,32.2,"Obama",236,33.1,2.5
"VT","Landgrove",80.4,19.6,"Obama",102,60.8,-7.105427357601e-15
"VT","Leicester",61,36.7,"Obama",468,24.3,2.3
"VT","Lemington",53.8,44.2,"Obama",51,9.59999999999999,2
"VT","Lincoln",74.3,23.1,"Obama",762,51.2,2.6
"VT","Londonderry",61.5,37.2,"Obama",886,24.3,1.3
"VT","Lowell",60.5,37.9,"Obama",371,22.6,1.6
"VT","Ludlow",59.1,39.6,"Obama",1089,19.5,1.3
"VT","Lunenburg",53.4,43.9,"Obama",539,9.5,2.7
"VT","Lyndon",55.6,42.2,"Obama",2006,13.4,2.2
"VT","Maidstone",48.1,50,"Romney",102,1.9,1.9
"VT","Manchester",62.1,36.7,"Obama",2290,25.4,1.2
"VT","Marlboro",84.5,12.8,"Obama",554,71.7,2.7
"VT","Marshfield",65.1,31.6,"Obama",774,33.5,3.3
"VT","Mendon",54.1,44.4,"Obama",581,9.7,1.5
"VT","Middlebury",78.6,19.7,"Obama",3296,58.9,1.70000000000001
"VT","Middlesex",76.1,21.8,"Obama",972,54.3,2.1
"VT","Middletown Springs",61.7,37,"Obama",435,24.7,1.3
"VT","Milton",55.9,42.5,"Obama",4552,13.4,1.6
"VT","Monkton",67.7,30.8,"Obama",1054,36.9,1.5
"VT","Montgomery",69.3,29.4,"Obama",584,39.9,1.3
"VT","Montpelier",82.3,15.6,"Obama",4392,66.7,2.1
"VT","Moretown",69.9,27.5,"Obama",925,42.4,2.59999999999999
"VT","Morgan",47.6,51.5,"Romney",337,3.9,0.899999999999999
"VT","Morristown",71.6,26.9,"Obama",2448,44.7,1.50000000000001
"VT","Mount Holly",59,39.5,"Obama",733,19.5,1.5
"VT","Mount Tabor",61,39,"Obama",82,22,0
"VT","Newark",57.3,37.9,"Obama",279,19.4,4.8
"VT","Newbury",61.3,36.9,"Obama",998,24.4,1.8
"VT","Newfane",77.2,21.1,"Obama",932,56.1,1.7
"VT","New Haven",66.3,32.9,"Obama",972,33.4,0.800000000000004
"VT","Newport",62,35.8,"Obama",1516,26.2,2.2
"VT","Newport Town",59.1,39.4,"Obama",675,19.7,1.5
"VT","Northfield",65.5,32.6,"Obama",2063,32.9,1.9
"VT","North Hero",54.7,43.7,"Obama",561,11,1.59999999999999
"VT","Norton",48.4,47.3,"Obama",89,1.1,4.3
"VT","Norwich",85.1,13.6,"Obama",2132,71.5,1.30000000000001
"VT","Orange",49.2,48.6,"Obama",499,0.600000000000001,2.2
"VT","Orwell",53.9,44.5,"Obama",608,9.4,1.6
"VT","Panton",62.5,36.6,"Obama",330,25.9,0.899999999999999
"VT","Pawlet",63.2,34.8,"Obama",715,28.4,2
"VT","Peacham",70.9,27.9,"Obama",482,43,1.2
"VT","Peru",73.4,25.2,"Obama",215,48.2,1.4
"VT","Pittsfield",56.9,41.3,"Obama",276,15.6,1.8
"VT","Pittsford",61.2,37.4,"Obama",1435,23.8,1.4
"VT","Plainfield",78.5,18.2,"Obama",627,60.3,3.3
"VT","Plymouth",56.8,40.8,"Obama",330,16,2.40000000000001
"VT","Pomfret",72.1,26.9,"Obama",592,45.2,1.00000000000001
"VT","Poultney",63.2,34.5,"Obama",1325,28.7,2.3
"VT","Pownal",66.2,32,"Obama",1554,34.2,1.8
"VT","Proctor",62.4,36.8,"Obama",792,25.6,0.800000000000004
"VT","Putney",83.1,14.7,"Obama",1252,68.4,2.20000000000001
"VT","Randolph",66.5,31.3,"Obama",2072,35.2,2.2
"VT","Reading",69.4,27.3,"Obama",361,42.1,3.29999999999999
"VT","Readsboro",63.2,34.3,"Obama",347,28.9,2.5
"VT","Richford",65.1,33.7,"Obama",754,31.4,1.2
"VT","Richmond",71.5,27,"Obama",2372,44.5,1.5
"VT","Ripton",80.2,17.4,"Obama",325,62.8,2.4
"VT","Rochester",71.5,26.7,"Obama",636,44.8,1.8
"VT","Rockingham",74.5,23.7,"Obama",2059,50.8,1.8
"VT","Roxbury",68.5,27.3,"Obama",319,41.2,4.2
"VT","Royalton",69.1,28.2,"Obama",1225,40.9,2.70000000000001
"VT","Rupert",62.5,36,"Obama",375,26.5,1.5
"VT","Rutland",62.6,35.7,"Obama",6679,26.9,1.7
"VT","Rutland Town",53.3,45.3,"Obama",2240,8,1.40000000000001
"VT","Ryegate",62,36.4,"Obama",543,25.6,1.6
"VT","St. Albans",66.2,31.2,"Obama",2345,35,2.6
"VT","St. Albans Town",57.5,41.4,"Obama",2739,16.1,1.1
"VT","St. George",67.2,31.6,"Obama",322,35.6,1.2
"VT","St. Johnsbury",61.3,37,"Obama",2870,24.3,1.7
"VT","Salisbury",66.2,31.8,"Obama",527,34.4,2
"VT","Sandgate",58.5,39.6,"Obama",203,18.9,1.9
"VT","Searsburg",47.1,41.2,"Obama",45,5.9,11.7
"VT","Shaftsbury",62.6,36.2,"Obama",1836,26.4,1.2
"VT","Sharon",70.6,28.7,"Obama",698,41.9,0.700000000000006
"VT","Sheffield",63.9,32.6,"Obama",275,31.3,3.5
"VT","Shelburne",68.1,31,"Obama",4479,37.1,0.900000000000006
"VT","Sheldon",61.3,36.5,"Obama",759,24.8,2.2
"VT","Shoreham",65.3,32.5,"Obama",605,32.8,2.2
"VT","Shrewsbury",59.3,38.4,"Obama",631,20.9,2.3
"VT","South Burlington",69.3,29.2,"Obama",9260,40.1,1.5
"VT","South Hero",66.8,32,"Obama",1071,34.8,1.2
"VT","Springfield",62.3,35.8,"Obama",3670,26.5,1.90000000000001
"VT","Stamford",59.2,38,"Obama",450,21.2,2.8
"VT","Stannard",73.9,20.7,"Obama",87,53.2,5.4
"VT","Starksboro",70,27.7,"Obama",812,42.3,2.3
"VT","Stockbridge",67.7,31,"Obama",379,36.7,1.3
"VT","Stowe",68.2,30.2,"Obama",2605,38,1.6
"VT","Strafford",81,16.5,"Obama",675,64.5,2.5
"VT","Stratton",51,49,"Obama",143,2,0
"VT","Sudbury",65,33.3,"Obama",301,31.7,1.7
"VT","Sunderland",64.3,34.2,"Obama",475,30.1,1.5
"VT","Sutton",59.6,39.2,"Obama",421,20.4,1.2
"VT","Swanton",60,38.9,"Obama",2408,21.1,1.1
"VT","Thetford",77.8,20.3,"Obama",1508,57.5,1.9
"VT","Tinmouth",60.8,37.5,"Obama",286,23.3,1.7
"VT","Topsham",56.7,40.9,"Obama",496,15.8,2.4
"VT","Townshend",69.3,29.5,"Obama",640,39.8,1.2
"VT","Troy",61.7,37,"Obama",629,24.7,1.3
"VT","Tunbridge",66,31.5,"Obama",739,34.5,2.5
"VT","Underhill",67.3,31,"Obama",1791,36.3,1.7
"VT","Vergennes",70.8,28,"Obama",1100,42.8,1.2
"VT","Vernon",52.2,46,"Obama",1057,6.2,1.8
"VT","Vershire",67.3,30.1,"Obama",333,37.2,2.6
"VT","Victory",62.5,37.5,"Obama",48,25,0
"VT","Waitsfield",75.9,21.8,"Obama",1061,54.1,2.29999999999999
"VT","Walden",64.1,33.4,"Obama",461,30.7,2.50000000000001
"VT","Wallingford",59.3,38.1,"Obama",1089,21.2,2.6
"VT","Waltham",67.8,28.8,"Obama",255,39,3.4
"VT","Wardsboro",64.4,34,"Obama",376,30.4,1.59999999999999
"VT","Warren",78.1,19.9,"Obama",971,58.2,2.00000000000001
"VT","Washington",60.3,37.4,"Obama",510,22.9,2.3
"VT","Waterbury",73.3,24.2,"Obama",2632,49.1,2.5
"VT","Waterford",52.5,46.2,"Obama",696,6.3,1.3
"VT","Waterville",69.8,29.3,"Obama",331,40.5,0.900000000000002
"VT","Weathersfield",62.9,35.7,"Obama",1404,27.2,1.4
"VT","Wells",51.5,44.7,"Obama",504,6.8,3.8
"VT","West Fairlee",66.3,31.6,"Obama",288,34.7,2.1
"VT","Westfield",58.8,38.8,"Obama",282,20,2.40000000000001
"VT","Westford",65.5,33.2,"Obama",1118,32.3,1.3
"VT","West Haven",63.2,35.2,"Obama",123,28,1.59999999999999
"VT","Westminster",76.8,21.4,"Obama",1551,55.4,1.8
"VT","Westmore",52.3,46.2,"Obama",196,6.09999999999999,1.5
"VT","Weston",67.6,31.2,"Obama",412,36.4,1.20000000000001
"VT","West Rutland",59.7,39.1,"Obama",988,20.6,1.2
"VT","West Windsor",66.9,32.3,"Obama",673,34.6,0.799999999999997
"VT","Weybridge",74.1,23.5,"Obama",528,50.6,2.40000000000001
"VT","Wheelock",58.5,39.2,"Obama",329,19.3,2.3
"VT","Whiting",70.7,28.7,"Obama",187,42,0.599999999999998
"VT","Whitingham",61.6,37,"Obama",602,24.6,1.4
"VT","Williamstown",59.2,38.7,"Obama",1388,20.5,2.09999999999999
"VT","Williston",65.2,33.2,"Obama",5026,32,1.59999999999999
"VT","Wilmington",66.9,31.6,"Obama",1019,35.3,1.49999999999999
"VT","Windham",67,32.1,"Obama",216,34.9,0.899999999999999
"VT","Windsor",72,26.1,"Obama",1525,45.9,1.9
"VT","Winhall",59.5,37.9,"Obama",486,21.6,2.6
"VT","Winooski",76,21.6,"Obama",2493,54.4,2.4
"VT","Wolcott",69.7,28.6,"Obama",759,41.1,1.7
"VT","Woodbury",65.6,32.5,"Obama",474,33.1,1.90000000000001
"VT","Woodford",71.3,26.3,"Obama",167,45,2.4
"VT","Woodstock",72,26.9,"Obama",1869,45.1,1.1
"VT","Worcester",76.5,20.4,"Obama",527,56.1,3.1
"WA","Adams",32.2,66.1,"Romney",4627,33.9,1.7
"WA","Asotin",40.4,57.1,"Romney",9640,16.7,2.5
"WA","Benton",35.3,62.3,"Romney",76951,27,2.40000000000001
"WA","Chelan",40.4,57.3,"Romney",30260,16.9,2.3
"WA","Clallam",48.9,48.5,"Obama",34318,0.399999999999999,2.6
"WA","Clark",48.9,48.8,"Obama",177451,0.100000000000001,2.3
"WA","Columbia",28.5,69.5,"Romney",2179,41,2
"WA","Cowlitz",51,46.6,"Obama",40004,4.4,2.4
"WA","Douglas",34.4,63.3,"Romney",14334,28.9,2.3
"WA","Ferry",37.6,58,"Romney",3242,20.4,4.4
"WA","Franklin",36.3,61.5,"Romney",18533,25.2,2.2
"WA","Garfield",26.3,71.5,"Romney",1247,45.2,2.2
"WA","Grant",32.3,65,"Romney",26316,32.7,2.7
"WA","Grays Harbor",55.6,41.6,"Obama",27435,14,2.8
"WA","Island",51,46.6,"Obama",40331,4.4,2.4
"WA","Jefferson",64,32.7,"Obama",18098,31.3,3.3
"WA","King",68.8,28.9,"Obama",851886,39.9,2.3
"WA","Kitsap",54.3,43.2,"Obama",107169,11.1,2.5
"WA","Kittitas",42.6,55.3,"Romney",14834,12.7,2.1
"WA","Klickitat",44.3,52.1,"Romney",9511,7.8,3.6
"WA","Lewis",37.1,60.6,"Romney",25726,23.5,2.3
"WA","Lincoln",28.4,69.3,"Romney",5673,40.9,2.3
"WA","Mason",52.2,45.3,"Obama",27205,6.90000000000001,2.5
"WA","Okanogan",41.1,56,"Romney",12410,14.9,2.9
"WA","Pacific",54.3,42.8,"Obama",10168,11.5,2.90000000000001
"WA","Pend Oreille",37.6,59.3,"Romney",6443,21.7,3.1
"WA","Pierce",54.3,43.4,"Obama",324504,10.9,2.3
"WA","San Juan",67.1,29.6,"Obama",10004,37.5,3.3
"WA","Skagit",51.7,45.9,"Obama",41293,5.8,2.4
"WA","Skamania",48,49.3,"Romney",5178,1.3,2.7
"WA","Snohomish",56.9,40.7,"Obama",291569,16.2,2.4
"WA","Spokane",45.5,51.9,"Romney",196774,6.4,2.6
"WA","Stevens",34.8,62.5,"Romney",16808,27.7,2.7
"WA","Thurston",58.1,39.1,"Obama",108582,19,2.8
"WA","Wahkiakum",47.7,48.8,"Romney",2206,1.09999999999999,3.5
"WA","Walla Walla",37.7,60,"Romney",14811,22.3,2.3
"WA","Whatcom",54.6,42.5,"Obama",88507,12.1,2.9
"WA","Whitman",46.5,50.2,"Romney",14370,3.7,3.3
"WA","Yakima",41.5,56.7,"Romney",61326,15.2,1.8
"WI","Adams",54,45.2,"Obama",10180,8.8,0.799999999999997
"WI","Ashland",64.6,33.8,"Obama",8203,30.8,1.60000000000001
"WI","Barron",48.2,50.5,"Romney",22296,2.3,1.3
"WI","Bayfield",61.7,36.9,"Obama",9622,24.8,1.4
"WI","Brown",48.6,50.4,"Romney",127171,1.8,1
"WI","Buffalo",50.9,47.8,"Obama",6921,3.1,1.3
"WI","Burnett",46.1,52.6,"Romney",8522,6.5,1.3
"WI","Calumet",43.6,55.1,"Romney",25996,11.5,1.3
"WI","Chippewa",49.2,49.7,"Romney",30582,0.5,1.09999999999999
"WI","Clark",44.9,53.8,"Romney",13567,8.9,1.3
"WI","Columbia",56.3,42.7,"Obama",30172,13.6,1
"WI","Crawford",59.3,39.3,"Obama",7686,20,1.40000000000001
"WI","Dane",71.1,27.6,"Obama",298848,43.5,1.3
"WI","Dodge",42.2,56.8,"Romney",43935,14.6,1
"WI","Door",53,46.1,"Obama",17447,6.9,0.899999999999999
"WI","Douglas",65,33.7,"Obama",22553,31.3,1.3
"WI","Dunn",51.6,46.6,"Obama",21513,5,1.8
"WI","Eau Claire",56.1,42.5,"Obama",53836,13.6,1.4
"WI","Florence",36.4,62.8,"Romney",2595,26.4,0.800000000000004
"WI","Fond du Lac",42,56.9,"Romney",52685,14.9,1.1
"WI","Forest",52.1,46.8,"Obama",4593,5.3,1.1
"WI","Grant",56.2,42.4,"Obama",23829,13.8,1.4
"WI","Green",58,40.7,"Obama",19044,17.3,1.3
"WI","Green Lake",39.2,59.8,"Romney",9569,20.6,1
"WI","Iowa",64.7,34.4,"Obama",12401,30.3,0.899999999999999
"WI","Iron",49.3,49.4,"Romney",3571,0.100000000000001,1.3
"WI","Jackson",57,42,"Obama",9197,15,1
"WI","Jefferson",45.6,53.2,"Romney",43625,7.6,1.2
"WI","Juneau",52.9,45.8,"Obama",11637,7.1,1.3
"WI","Kenosha",55.6,43.3,"Obama",79780,12.3,1.1
"WI","Kewaunee",46.8,52.2,"Romney",10897,5.40000000000001,1
"WI","La Crosse",58,40.7,"Obama",62343,17.3,1.3
"WI","Lafayette",57.2,41.8,"Obama",7847,15.4,1
"WI","Langlade",43.6,55.4,"Romney",10379,11.8,1
"WI","Lincoln",49.8,49.1,"Obama",14987,0.699999999999996,1.1
"WI","Manitowoc",48,50.8,"Romney",41963,2.8,1.2
"WI","Marathon",46.4,52.5,"Romney",68898,6.1,1.1
"WI","Marinette",47.6,51.2,"Romney",20477,3.6,1.2
"WI","Marquette",51.8,47.3,"Obama",7870,4.5,0.900000000000006
"WI","Menominee",86.6,13,"Obama",1370,73.6,0.400000000000006
"WI","Milwaukee",66.8,32.3,"Obama",486520,34.5,0.900000000000006
"WI","Monroe",49,49.7,"Romney",19142,0.700000000000003,1.3
"WI","Oconto",44.7,54.2,"Romney",19501,9.5,1.09999999999999
"WI","Oneida",48.4,50.5,"Romney",21344,2.1,1.1
"WI","Outagamie",48.4,50.2,"Romney",92859,1.8,1.4
"WI","Ozaukee",34.3,64.8,"Romney",55066,30.5,0.900000000000006
"WI","Pepin",50.7,48.5,"Obama",3668,2.2,0.799999999999997
"WI","Pierce",48.8,49.6,"Romney",20596,0.800000000000004,1.6
"WI","Polk",44.7,53.7,"Romney",22129,9,1.59999999999999
"WI","Portage",56.3,42.4,"Obama",38651,13.9,1.3
"WI","Price",49.3,49.3,"Obama",7761,0,1.40000000000001
"WI","Racine",51.4,47.8,"Obama",102060,3.6,0.800000000000004
"WI","Richland",57.5,41.4,"Obama",8539,16.1,1.1
"WI","Rock",61.1,37.9,"Obama",79650,23.2,1
"WI","Rusk",47.3,51.2,"Romney",7064,3.90000000000001,1.5
"WI","St. Croix",43.2,55.4,"Romney",45349,12.2,1.4
"WI","Sauk",58.8,40.3,"Obama",31547,18.5,0.900000000000006
"WI","Sawyer",49.8,49.3,"Obama",8918,0.5,0.900000000000006
"WI","Shawano",44.5,54.5,"Romney",20007,10,1
"WI","Sheboygan",44.8,54.2,"Romney",62638,9.40000000000001,1
"WI","Taylor",39.6,59,"Romney",9358,19.4,1.4
"WI","Trempealeau",56.5,42.4,"Obama",13304,14.1,1.1
"WI","Vernon",56.5,41.8,"Obama",13966,14.7,1.7
"WI","Vilas",43,56.1,"Romney",13666,13.1,0.899999999999999
"WI","Walworth",43.2,55.6,"Romney",51474,12.4,1.2
"WI","Washburn",48,50.8,"Romney",9127,2.8,1.2
"WI","Washington",29.5,69.6,"Romney",77845,40.1,0.900000000000006
"WI","Waukesha",32.2,67,"Romney",239184,34.8,0.799999999999997
"WI","Waupaca",44.8,54.2,"Romney",25554,9.40000000000001,1
"WI","Waushara",44.4,54.6,"Romney",11888,10.2,1
"WI","Winnebago",51.1,47.4,"Obama",87483,3.7,1.5
"WI","Wood",47.8,50.8,"Romney",38231,3,1.40000000000001
